id	description	number_of_orders	price	url
4001084111792	Модные кошельки для женщин из искусственной кожи, длинная сумка для денег, кошелек для монет, держатель для кредитных карт, клатч, карман для...	4 продано	532,96 - 536,93 руб.	//aliexpress.ru/item/4001084111792.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-0&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32988200081	Женский короткий кошелек на молнии с кисточками, портмоне, визитница, сумочка, Женский кошелек, клатч, portfel cuzdan billetera carteira 40MA17		270,85 руб.	//aliexpress.ru/item/32988200081.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-1&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001365656008	Женские кошельки 2020, маленький кожаный кошелек, модный бренд, женская сумка для карт, клатч, Женский кошелек, зажим для денег, тонкий кошелек ...	515 продано	123,12 руб.	//aliexpress.ru/item/4001365656008.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-2&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32850261493	Лидер продаж, брендовые дизайнерские женские кошельки, женские тонкие кошельки, держатель для карт, карман для монет на молнии, женский коше...	118 продано	352,66 руб.	//aliexpress.ru/item/32850261493.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-3&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000739274707	Женский короткий кошелек из зернистой кожи WilliamPolo, повседневный Модный деловой бумажник из овечьей кожи с отделениями для кредитных карт	4 продано	1 662,42 руб.	//aliexpress.ru/item/4000739274707.html?s=p&ad_pvid=2020092503471914558681515243250002717368_14&algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-4&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000552353634	Новый женский кошелек, Женский кошелек, холст, кошелек, держатель для монет, телефон, карта, Длинный кошелек, Высококачественная вечерняя су...	208 продано	170,77 - 222,40 руб.	//aliexpress.ru/item/4000552353634.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-5&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32841525957	Кошелек с изображением Аниме Кошмар перед Рождеством, короткий кошелек с сумочкой	55 продано	362,19 руб.	//aliexpress.ru/item/32841525957.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-6&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32834127416	Женский кошелек, модный кошелек, женские короткие кошельки, ажурная сумка для женщин, портмоне из искусственной кожи, кошельки с держателем ...	1533 продано	271,65 - 293,09 руб.	//aliexpress.ru/item/32834127416.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-7&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001350856848	Новый Топ бренд, модный кошелек на молнии из искусственной кожи, держатель для монет и карт, держатель для фотографий, Женский кошелек, Женск...		208,10 руб.	//aliexpress.ru/item/1005001350856848.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-8&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001354403232	Мужской короткий кошелек CARTELO из натуральной кожи, роскошные брендовые кошельки, многофункциональные кошельки с карманом для монет, держат...		566,32 руб.	//aliexpress.ru/item/1005001354403232.html?s=p&ad_pvid=2020092503471914558681515243250002717368_15&algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-9&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33011343115	Женский кошелек, короткий женский кошелек для монет, модные кошельки для женщин, держатель для карт, маленький дамский кошелек, женский клат...	2520 продано	336,78 руб.	//aliexpress.ru/item/33011343115.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-10&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32977342925	Женский кошелек Baellerry, кожаный роскошный клатч с отделением для карт, Повседневный женский кошелек на молнии с карманом и застежкой, женский...	1263 продано	366,16 - 544,88 руб.	//aliexpress.ru/item/32977342925.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-11&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001446776950	Для женщин кошельки телефон клатч, сумка, кошельки Длинные кошельки для мужчин для девушек; Для женщин; Сумочка для денег и монет карман держ...		218,43 руб.	//aliexpress.ru/item/1005001446776950.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-12&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001326093800	2020 модный блестящий кошелек с блестками для женщин, длинный кошелек из искусственной кожи, кошелек для монет, женские кошельки, подарки для ...		340,75 руб.	//aliexpress.ru/item/1005001326093800.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-13&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001413738770	Женский Длинный кошелек из натуральной кожи с застежкой-молнией, модный кошелек RFID, Женский кошелек с отделением для кредитных карт, клатч д...		918,18 - 1 031,76 руб.	//aliexpress.ru/item/1005001413738770.html?s=p&ad_pvid=2020092503471914558681515243250002717368_16&algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-14&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001196157609	Новинка 2020, женские кошельки, модный клатч из искусственной кожи, с кисточкой, с подвеской, короткий женский кошелек, однотонный кошелек с ли...		309,77 руб.	//aliexpress.ru/item/4001196157609.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-15&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33009247112	Женский Длинный кошелек на запястье, с множеством отделов, женский клатч, Дамский кошелек на молнии, с карманами для телефона, держатель для ...	2074 продано	595,71 руб.	//aliexpress.ru/item/33009247112.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-16&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000042073810	Женский милый кошелек с кошкой, маленький кошелек на молнии для девочек, брендовый дизайнерский кошелек из искусственной кожи, Женский коше...	284 продано	242,26 - 307,39 руб.	//aliexpress.ru/item/4000042073810.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-17&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33046953881	Короткий женский кошелек для женщин, маленькие кошельки, кожаный кошелек для монет, Модный женский кошелек на застежке, мини-кошелек для сту...	467 продано	497,22 руб.	//aliexpress.ru/item/33046953881.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-18&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001389828208	Лидер продаж 2020, женские кошельки, длинный Модный корейский креативный кошелек с пряжкой на голову оленя, матовый многофункциональный коше...		1 200,94 руб.	//aliexpress.ru/item/1005001389828208.html?s=p&ad_pvid=2020092503471914558681515243250002717368_17&algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-19&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000574354251	Умный кошелек BISI GORO с защитой от кражи и радиочастотной блокировкой, Мужской винтажный бумажник из углеродного волокна, унисекс, алюминиевы...	44 продано	305,01 - 378,08 руб.	//aliexpress.ru/item/4000574354251.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-20&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32842410473	COHEART кошелек для мужчин, высокое качество, зажим для денег, мини-кошельки, Мужской винтажный стиль, коричневый, серый, кошелек с застежкой, ко...	22 продано	396,35 руб.	//aliexpress.ru/item/32842410473.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-21&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000118470256	Unishow Модный женский маленький кошелек, многофункциональный Женский кошелек, складной женский кошелек с множеством отделов, Дамский кошелек...	202 продано	660,05 руб.	//aliexpress.ru/item/4000118470256.html?algo_pvid=85c89749-7b77-4a0c-a498-fe2d17cc3c76&algo_expid=85c89749-7b77-4a0c-a498-fe2d17cc3c76-22&btsid=0b8b158f16010308393691901ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
